Time,Average CPS Temperature,Total CPS Evaporation_Rate,Total Amount Evaporated
0.01,22.157598438028458,2.3730581742370798e-20,147.84038292686324
0.1,22.78803250524785,2.746022859670761e-20,147.84038292686324
1.0,52.615970297607866,2.9810480154715176e-17,147.84038292686324
26.0,476.38867891160186,0.02270825525660953,147.84038292686324
51.0,584.3265449855234,0.1289863122431088,147.84038292686324
76.0,643.249808469078,0.2634608252686272,147.84038292686324
101.0,681.7075389492732,0.40842270303456946,147.84038292686324
126.0,709.105088592588,0.5459654333508208,147.84038292686324
150.05,774.5650949054852,1.3402606410104962,147.84038292686324
150.078,788.8026861325674,1.634097240054949,147.84038292686324
150.106,799.3043155109638,1.8750084840776766,147.84038292686324
150.19,818.0828181253848,2.3451956549218256,147.84038292686324
150.4096,842.3797987796916,3.024894310928819,147.84038292686324
150.9096,867.1977879141283,3.822817942472847,147.84038292686324
151.4096,881.3756625529796,4.354540724897153,147.84038292686324
151.9096,890.8026174349751,4.7436673913415115,147.84038292686324
152.4096,897.7035397651617,5.0450112630561685,147.84038292686324
152.9096,903.1341881174199,5.290537340606028,147.84038292686324
153.4096,907.6565494076855,5.500789944758555,147.84038292686324
153.9096,911.5872190021579,5.689073896647419,147.84038292686324
154.4096,915.110511398703,5.8639381802621395,147.84038292686324
154.7048,917.0733729027176,5.9647681290540815,147.84038292686324
155.0,918.9389792329475,6.063045141778491,147.84038292686324
